Age,Salary,Gender,Location,Property_Type,RAM,Credit_Score,Churn,Marital_Status,Dependents,Employment_Type,Loan_Amount,Internet_Usage,Fraud_Suspected,Approved_Loan
,50000,Male,New York,3BHK,16GB,,Yes,Single,3,Unemployed,Unknown,Medium,No,
28,N/A,F,Los Angeles,2BHK,2GB,,Yes,Widowed,2,,5000,,No,
28,60000,Female,New York,Studio,2GB,300,No,Married,,Self-Employed,10000,Medium,No,
30,90000,F,Chicago,4bhk,32GB,600,Yes,,0,Business,,,No,Yes
35,80000,F,Los Angeles,3BHK,2GB,500,Yes,Divorced,,Business,,High,No,Yes
Unknown,80000,,New York,2BHK,2GB,400,Yes,Widowed,0,Business,Unknown,Very High,No,Yes
45,90000,,,4bhk,,300,Yes,,N/A,Business,Unknown,Low,No,
,70000,Male,Chicago,1BHK,,800,Yes,Single,N/A,Business,5000,Very High,No,Yes
28,1500000,,New York,4bhk,32GB,,Yes,Single,N/A,Business,10000,,Yes,Yes
28,60000,Male,Los Angeles,2BHK,2GB,500,Yes,Single,,Salaried,,Low,No,Yes
35,90000,Female,New York,2BHK,2GB,Excellent,Yes,Single,3,Unemployed,150000,Very High,No,Yes
30,70000,,New York,3BHK,,500,Yes,Divorced,N/A,Business,50000,Low,No,Yes
,70000,M,Los Angeles,3BHK,2GB,600,Yes,Widowed,0,Unemployed,50000,,No,No
30,90000,,Chicago,3BHK,4GB,600,Yes,Married,N/A,Business,10000,High,No,No
,1500000,Other,Los Angeles,Studio,8GB,700,No,Divorced,1,,20000,High,No,Yes
30,70000,,New York,4bhk,16GB,500,Yes,Divorced,N/A,Business,5000,Very High,No,Yes
28,N/A,Male,Chicago,4bhk,,Excellent,Yes,Married,,Self-Employed,10000,Medium,No,Yes
28,90000,Male,Los Angeles,1BHK,,Poor,Yes,Married,3,Salaried,50000,,No,Yes
,90000,Male,Los Angeles,4bhk,8GB,700,Yes,Single,1,,Unknown,Very High,No,Yes
30,N/A,F,Chicago,2BHK,2GB,500,Yes,Divorced,,,50000,Very High,No,
Unknown,70000,M,Chicago,4bhk,32GB,,Yes,,,Self-Employed,Unknown,High,No,Yes
Unknown,70000,,Los Angeles,3BHK,6GB,300,Yes,Married,,Business,5000,Low,No,
Unknown,90000,Male,New York,3BHK,16GB,400,Yes,Married,0,Salaried,Unknown,,No,Yes
35,90000,Male,New York,2BHK,2GB,700,No,Widowed,,,10000,Low,No,Yes
28,1500000,M,New York,2BHK,2GB,500,Yes,,0,Salaried,Unknown,,No,Yes
28,90000,,Chicago,2BHK,32GB,400,Yes,,,,20000,Medium,No,Yes
,90000,,Chicago,3BHK,8GB,300,Yes,Married,2,Business,10000,High,No,
40,80000,Other,Los Angeles,4bhk,,Poor,Yes,Single,1,,5000,Medium,No,Yes
45,70000,,Chicago,Studio,32GB,600,Yes,Widowed,2,,10000,Very High,No,Yes
Unknown,70000,Other,Chicago,1BHK,16GB,300,Yes,,,Unemployed,20000,High,No,Yes
28,90000,Other,New York,4bhk,2GB,400,Yes,Married,1,Business,5000,Very High,No,No
28,1500000,F,,3BHK,8GB,300,Yes,,1,Self-Employed,50000,Medium,No,
,60000,Other,Los Angeles,4bhk,16GB,400,Yes,Widowed,3,Self-Employed,20000,,No,Yes
30,70000,Male,New York,2BHK,,800,Yes,Widowed,2,Business,5000,Very High,No,Yes
,80000,,Chicago,2BHK,2GB,600,Yes,Divorced,3,Self-Employed,150000,Low,No,Yes
40,90000,F,Chicago,3BHK,8GB,700,Yes,Married,1,Business,Unknown,,No,Yes
Unknown,60000,Male,New York,1BHK,,500,No,Widowed,0,Self-Employed,10000,,No,Yes
40,1500000,Male,Chicago,Studio,,500,Yes,Divorced,1,Unemployed,5000,Medium,No,No
,1500000,Female,New York,2BHK,6GB,600,Yes,Divorced,3,Self-Employed,10000,Medium,No,Yes
30,80000,Female,New York,1BHK,16GB,Poor,Yes,,2,,Unknown,High,No,
25,1500000,M,Chicago,2BHK,32GB,Excellent,Yes,,,Business,5000,High,No,Yes
25,90000,,New York,3BHK,16GB,Poor,Yes,Divorced,,Salaried,50000,Low,No,Yes
28,80000,F,,2BHK,,,Yes,,2,Salaried,150000,,No,
40,,F,Los Angeles,Studio,16GB,400,Yes,Widowed,,Business,150000,Low,Yes,
,70000,,New York,2BHK,8GB,400,Yes,Single,,Unemployed,20000,Low,No,
30,1500000,Other,New York,4bhk,6GB,300,Yes,Widowed,3,Self-Employed,5000,Medium,No,Yes
25,,Female,New York,3BHK,6GB,400,Yes,Divorced,2,Unemployed,Unknown,Low,No,No
,70000,,New York,3BHK,4GB,,Yes,Divorced,N/A,Salaried,5000,Low,No,Yes
Unknown,N/A,Male,Chicago,Studio,2GB,,Yes,Widowed,0,Business,10000,Very High,No,Yes
30,70000,,New York,2BHK,2GB,600,Yes,,0,Business,,High,No,Yes
,1500000,Female,Los Angeles,Studio,,800,Yes,,,Unemployed,5000,High,No,Yes
,90000,M,Chicago,1BHK,,Poor,Yes,Divorced,0,Unemployed,150000,,No,Yes
Unknown,90000,M,New York,4bhk,4GB,600,Yes,Married,2,Self-Employed,150000,High,No,No
28,80000,,,3BHK,16GB,300,No,,2,,150000,,No,Yes
Unknown,80000,Other,New York,3BHK,16GB,Poor,Yes,Widowed,1,,50000,Very High,No,Yes
Unknown,90000,Female,Chicago,Studio,8GB,Poor,Yes,,1,Self-Employed,5000,High,No,
,80000,Male,New York,3BHK,2GB,300,Yes,Widowed,0,,20000,Very High,No,Yes
28,50000,Female,New York,4bhk,8GB,Excellent,Yes,Divorced,N/A,Salaried,5000,High,No,
45,1500000,M,Los Angeles,4bhk,2GB,600,Yes,,1,,,High,No,Yes
30,60000,Male,Chicago,1BHK,6GB,800,Yes,Widowed,1,Self-Employed,150000,Very High,No,Yes
Unknown,N/A,,,Studio,8GB,400,Yes,Divorced,2,,10000,Low,No,
,90000,Female,Chicago,3BHK,32GB,600,No,Married,N/A,Business,150000,Low,No,Yes
,60000,M,Chicago,1BHK,8GB,800,No,Widowed,,Unemployed,5000,Low,No,
40,,Female,Los Angeles,Studio,,700,Yes,Married,0,Salaried,50000,Low,No,Yes
30,,Male,Los Angeles,3BHK,16GB,600,Yes,Married,1,Business,Unknown,High,No,No
28,N/A,Female,Chicago,2BHK,4GB,500,Yes,Single,N/A,Business,5000,Medium,No,Yes
45,1500000,F,New York,Studio,8GB,Excellent,Yes,,N/A,Self-Employed,5000,Very High,No,Yes
,1500000,Male,Los Angeles,2BHK,,500,Yes,Widowed,0,Unemployed,20000,Medium,No,
Unknown,N/A,Other,New York,Studio,2GB,Excellent,Yes,Married,N/A,Unemployed,50000,Medium,No,Yes
30,80000,,Los Angeles,1BHK,,400,Yes,Single,N/A,Salaried,,,No,Yes
30,70000,Male,Chicago,3BHK,16GB,600,Yes,Divorced,N/A,Self-Employed,Unknown,Low,No,Yes
28,1500000,Male,Chicago,3BHK,8GB,,Yes,Widowed,1,Salaried,150000,High,No,Yes
25,60000,,Los Angeles,3BHK,16GB,600,Yes,Married,0,,10000,Low,No,Yes
,50000,Other,Los Angeles,2BHK,2GB,Poor,Yes,,N/A,Business,5000,Low,No,No
,70000,Male,New York,2BHK,,Excellent,Yes,Single,N/A,Salaried,,Medium,No,Yes
25,1500000,F,Los Angeles,1BHK,2GB,300,Yes,Married,1,Business,Unknown,,No,Yes
,50000,F,New York,1BHK,32GB,Poor,Yes,,0,Self-Employed,10000,Low,No,No
30,60000,Male,Los Angeles,3BHK,32GB,,Yes,Married,2,,,Very High,No,No
30,1500000,Other,Los Angeles,1BHK,16GB,300,Yes,Widowed,1,Self-Employed,50000,Very High,No,Yes
35,90000,Female,New York,Studio,8GB,Excellent,Yes,Widowed,0,,50000,Low,No,Yes
,80000,Male,Los Angeles,3BHK,8GB,400,Yes,Widowed,N/A,,Unknown,Medium,No,No
40,70000,Female,Chicago,Studio,,600,Yes,Single,0,Business,150000,Medium,No,
30,N/A,,Chicago,1BHK,,Excellent,Yes,Widowed,0,Self-Employed,10000,High,No,Yes
,60000,Male,Los Angeles,4bhk,8GB,Excellent,Yes,,,Self-Employed,50000,,No,Yes
30,60000,,,2BHK,2GB,600,No,Married,0,Salaried,Unknown,Medium,No,No
35,70000,Other,Chicago,3BHK,2GB,,Yes,Divorced,2,Self-Employed,50000,High,No,No
30,1500000,F,,Studio,8GB,,Yes,,0,Salaried,50000,Very High,No,
28,1500000,Female,Los Angeles,Studio,2GB,800,Yes,,2,Unemployed,,Very High,No,No
28,70000,Male,Chicago,Studio,8GB,,Yes,Widowed,N/A,Unemployed,,Very High,No,Yes
28,,Male,New York,3BHK,8GB,300,Yes,Single,2,Unemployed,50000,Low,No,Yes
,90000,,Los Angeles,Studio,6GB,Poor,Yes,Married,N/A,Self-Employed,20000,,No,No
Unknown,1500000,F,New York,2BHK,16GB,700,Yes,Single,N/A,Self-Employed,,High,No,Yes
40,N/A,M,,2BHK,6GB,400,Yes,Married,2,Salaried,10000,,No,
Unknown,N/A,F,Los Angeles,Studio,16GB,,No,Married,1,,Unknown,Low,No,Yes
30,N/A,Other,New York,1BHK,8GB,Poor,Yes,Single,3,Salaried,Unknown,High,No,No
,50000,,Chicago,4bhk,,300,Yes,,0,Unemployed,150000,High,No,No
Unknown,90000,Other,Chicago,2BHK,8GB,800,Yes,Married,,Salaried,10000,Medium,No,Yes
,N/A,,Los Angeles,1BHK,8GB,700,Yes,Single,3,,10000,,No,
,90000,,,4bhk,8GB,Poor,Yes,Married,0,Self-Employed,10000,,No,No
30,1500000,,Los Angeles,1BHK,32GB,300,Yes,Divorced,0,Salaried,150000,Medium,No,Yes
28,90000,Female,Los Angeles,2BHK,,700,Yes,,N/A,Unemployed,10000,Very High,Yes,
28,80000,,Chicago,4bhk,16GB,400,Yes,Widowed,0,Unemployed,5000,Low,No,Yes
,60000,,New York,Studio,8GB,400,Yes,Married,,Self-Employed,150000,,No,Yes
30,80000,,,3BHK,8GB,Poor,No,Divorced,0,Salaried,Unknown,Medium,No,Yes
30,90000,Other,New York,3BHK,16GB,,Yes,Widowed,2,,5000,High,No,Yes
30,90000,M,Chicago,3BHK,32GB,500,Yes,Widowed,3,Self-Employed,150000,Medium,No,Yes
,80000,,New York,Studio,4GB,300,Yes,Married,2,Salaried,50000,Very High,No,Yes
28,80000,M,New York,1BHK,,,Yes,Single,,Business,50000,Low,No,Yes
30,90000,M,Los Angeles,2BHK,6GB,,Yes,Married,0,Unemployed,Unknown,Very High,No,No
40,70000,Male,New York,3BHK,8GB,600,Yes,Divorced,,,50000,High,No,No
Unknown,90000,Female,New York,1BHK,32GB,800,Yes,Widowed,N/A,,10000,High,No,Yes
30,70000,Other,New York,3BHK,2GB,500,Yes,Married,2,,150000,High,No,Yes
,1500000,Female,New York,Studio,8GB,,Yes,Single,2,Unemployed,5000,High,No,
,60000,M,Chicago,Studio,6GB,Poor,Yes,Married,1,Salaried,10000,Medium,No,
40,,Male,New York,2BHK,,800,Yes,,0,Self-Employed,50000,High,No,Yes
30,70000,,New York,1BHK,,700,No,Single,N/A,Salaried,,High,No,
25,90000,,,3BHK,8GB,700,Yes,Divorced,2,Self-Employed,5000,Medium,No,Yes
30,,M,Los Angeles,Studio,2GB,300,Yes,Widowed,2,,10000,High,No,No
,90000,Female,,Studio,6GB,Poor,Yes,Married,N/A,Salaried,150000,Very High,No,Yes
28,1500000,Male,New York,Studio,,500,Yes,Single,,,Unknown,Very High,No,No
45,N/A,Male,New York,3BHK,8GB,,Yes,,,Business,10000,,No,
,80000,Male,,2BHK,8GB,700,Yes,Single,0,,,Very High,No,Yes
,80000,M,New York,4bhk,,300,Yes,,1,,50000,Low,No,Yes
,60000,F,Chicago,3BHK,2GB,400,Yes,Divorced,2,Self-Employed,5000,Low,No,
40,80000,Male,New York,1BHK,8GB,600,Yes,Widowed,1,Business,Unknown,Low,No,No
28,1500000,Male,Chicago,3BHK,8GB,800,Yes,Divorced,,,5000,Medium,No,Yes
40,50000,,Chicago,Studio,16GB,700,Yes,Married,,,Unknown,Very High,No,Yes
30,1500000,Male,New York,4bhk,2GB,,No,Single,3,Business,150000,Low,No,Yes
30,60000,,Los Angeles,2BHK,2GB,400,No,,0,Business,5000,,No,Yes
Unknown,,,Los Angeles,3BHK,16GB,700,Yes,,3,Salaried,50000,Medium,No,No
,80000,Other,Los Angeles,3BHK,8GB,500,Yes,Single,3,Self-Employed,150000,,No,
Unknown,80000,,New York,Studio,32GB,400,Yes,Single,3,Business,150000,Very High,No,
30,90000,Female,New York,Studio,2GB,700,Yes,Married,0,Business,Unknown,High,No,Yes
40,70000,,,3BHK,16GB,Poor,Yes,Divorced,0,Unemployed,20000,,No,
30,1500000,Male,Los Angeles,1BHK,8GB,,No,,N/A,Business,5000,High,No,Yes
28,70000,Female,New York,2BHK,8GB,500,Yes,Married,1,Self-Employed,5000,Medium,No,No
25,1500000,Male,,1BHK,,500,Yes,Divorced,1,,10000,,No,Yes
40,90000,Male,,2BHK,,400,Yes,Married,N/A,,Unknown,,No,
28,60000,Female,Los Angeles,Studio,,300,Yes,,N/A,,,Medium,No,Yes
25,70000,M,New York,4bhk,16GB,,Yes,Single,,,20000,Medium,No,
,80000,,Chicago,3BHK,8GB,800,Yes,Single,3,Unemployed,50000,Low,No,Yes
,N/A,F,Los Angeles,2BHK,2GB,700,Yes,Divorced,N/A,Business,10000,Very High,No,No
,70000,Male,New York,Studio,6GB,,Yes,Widowed,2,,20000,,No,No
40,,Female,,4bhk,2GB,600,Yes,Divorced,1,Salaried,Unknown,,No,Yes
28,90000,Other,Los Angeles,Studio,16GB,Poor,Yes,Widowed,N/A,,20000,Medium,Yes,No
,60000,Male,New York,Studio,4GB,,Yes,Married,2,Business,150000,Medium,No,
25,N/A,Other,Los Angeles,Studio,8GB,,Yes,Married,2,,5000,Very High,No,Yes
30,90000,Female,New York,3BHK,16GB,600,Yes,,2,Unemployed,150000,Medium,No,
45,70000,Other,New York,3BHK,8GB,400,Yes,Widowed,,Self-Employed,5000,High,No,Yes
,1500000,Other,Chicago,Studio,8GB,500,Yes,,,Self-Employed,10000,High,No,Yes
,N/A,Female,New York,4bhk,32GB,700,Yes,Single,2,Business,Unknown,High,No,Yes
,80000,Male,Chicago,Studio,2GB,Excellent,Yes,Widowed,,Self-Employed,Unknown,High,No,No
,70000,Male,Los Angeles,3BHK,32GB,600,Yes,Divorced,3,Self-Employed,20000,Very High,No,Yes
30,70000,Female,New York,1BHK,,600,Yes,Single,2,Salaried,10000,,No,Yes
,90000,Female,Chicago,2BHK,2GB,700,Yes,Single,3,Business,Unknown,High,No,
,N/A,F,New York,4bhk,8GB,,Yes,Divorced,3,Business,,Medium,No,Yes
25,80000,Male,Chicago,3BHK,8GB,500,Yes,Single,2,Self-Employed,,High,No,No
40,90000,Male,New York,2BHK,16GB,,Yes,Widowed,1,Self-Employed,150000,Very High,No,Yes
30,60000,F,New York,2BHK,8GB,Excellent,Yes,,2,Self-Employed,5000,Medium,No,Yes
30,N/A,,Chicago,2BHK,16GB,Poor,Yes,Single,2,Unemployed,20000,High,No,No
30,90000,Other,Chicago,3BHK,16GB,700,Yes,Widowed,,,50000,,No,Yes
30,60000,Other,Chicago,3BHK,8GB,300,Yes,Married,2,Unemployed,5000,Medium,No,
40,70000,M,Chicago,4bhk,16GB,Excellent,Yes,Widowed,1,Business,10000,Medium,No,Yes
30,1500000,Other,New York,Studio,4GB,600,Yes,,,Salaried,Unknown,,No,
28,60000,Male,Los Angeles,Studio,32GB,300,Yes,Widowed,0,,5000,Medium,No,Yes
30,1500000,Other,New York,Studio,2GB,700,Yes,Divorced,0,Salaried,50000,High,No,No
28,70000,,New York,2BHK,16GB,400,Yes,,3,Business,50000,Medium,Yes,Yes
28,1500000,F,Los Angeles,1BHK,2GB,500,Yes,Married,3,Business,,High,No,Yes
,70000,,Chicago,1BHK,32GB,500,Yes,Divorced,1,Salaried,10000,,No,No
,,M,New York,4bhk,,800,Yes,Widowed,N/A,Salaried,5000,Low,No,
,N/A,Male,New York,2BHK,8GB,Excellent,Yes,,0,Salaried,20000,,No,
Unknown,,Male,,2BHK,16GB,Excellent,Yes,Married,3,Business,5000,High,No,Yes
Unknown,70000,Male,New York,Studio,6GB,600,Yes,Divorced,0,Self-Employed,,Very High,No,Yes
28,70000,M,Chicago,2BHK,8GB,300,Yes,Married,1,Salaried,150000,,No,No
28,80000,,,3BHK,2GB,Excellent,Yes,Widowed,1,,50000,Very High,No,Yes
28,60000,F,New York,3BHK,8GB,700,Yes,Married,N/A,Business,10000,Very High,No,
30,70000,M,Los Angeles,4bhk,,400,Yes,Single,N/A,Unemployed,10000,High,No,
30,90000,Male,Chicago,3BHK,16GB,800,Yes,Divorced,,Unemployed,20000,High,No,
40,60000,Female,New York,Studio,,600,Yes,Married,1,,10000,Low,No,No
,70000,Male,Los Angeles,1BHK,16GB,,Yes,Widowed,3,Self-Employed,,Medium,No,Yes
Unknown,60000,Male,New York,3BHK,16GB,,Yes,Widowed,0,Salaried,,,No,
,1500000,Male,,Studio,6GB,300,Yes,Married,2,Business,,High,No,No
,N/A,Male,,4bhk,32GB,,Yes,Widowed,N/A,Salaried,10000,,No,Yes
,80000,,Los Angeles,1BHK,16GB,Poor,Yes,,2,Business,10000,Very High,No,
30,,Male,Los Angeles,2BHK,16GB,500,Yes,,3,Unemployed,,Medium,No,Yes
28,60000,F,New York,4bhk,16GB,400,Yes,,N/A,Salaried,10000,Low,No,Yes
,90000,,Chicago,Studio,6GB,800,Yes,Single,2,,10000,,No,No
45,60000,M,Chicago,3BHK,32GB,Poor,Yes,Married,3,Self-Employed,50000,Medium,No,No
25,80000,,Los Angeles,3BHK,8GB,Poor,No,Single,0,,5000,Low,No,No
30,60000,,,3BHK,2GB,Poor,Yes,Widowed,3,Self-Employed,Unknown,,No,Yes
45,90000,Male,Chicago,Studio,,,Yes,Single,,Salaried,10000,Medium,No,No
Unknown,1500000,Male,New York,3BHK,16GB,Poor,No,Widowed,N/A,Salaried,Unknown,High,No,
Unknown,1500000,Male,Chicago,4bhk,,500,Yes,Widowed,1,Self-Employed,150000,,No,
28,1500000,,Chicago,3BHK,32GB,600,Yes,Divorced,0,Unemployed,Unknown,Medium,No,Yes
25,60000,F,New York,Studio,,700,Yes,,2,Business,50000,Low,No,Yes
45,1500000,,Los Angeles,3BHK,6GB,400,Yes,Widowed,N/A,,10000,Medium,No,Yes
,70000,M,Chicago,Studio,2GB,600,Yes,Divorced,1,,,High,No,
,1500000,,New York,Studio,16GB,400,Yes,,3,,Unknown,,No,Yes
,70000,Other,Los Angeles,3BHK,32GB,600,No,Widowed,1,Salaried,10000,,No,
Unknown,60000,M,Chicago,3BHK,,600,Yes,Widowed,N/A,,20000,,No,No
30,90000,,New York,Studio,32GB,500,Yes,Single,N/A,Business,150000,High,No,Yes
Unknown,90000,,New York,1BHK,2GB,Poor,No,Single,,Business,,Low,No,No
45,70000,,Los Angeles,Studio,16GB,,Yes,,,Self-Employed,20000,,No,No
45,1500000,F,New York,Studio,2GB,600,Yes,Widowed,1,Salaried,20000,Low,No,No
30,N/A,F,New York,2BHK,,,Yes,Married,3,Business,Unknown,Medium,No,Yes
,1500000,Male,New York,3BHK,,,Yes,Single,1,Unemployed,20000,Low,No,Yes
28,70000,,,3BHK,4GB,500,Yes,,N/A,Salaried,50000,Low,No,No
30,60000,,Los Angeles,1BHK,8GB,400,Yes,Widowed,N/A,Salaried,50000,,No,
Unknown,90000,Male,Los Angeles,3BHK,,500,Yes,Widowed,2,Business,Unknown,Very High,No,Yes
30,1500000,Female,Chicago,Studio,8GB,700,No,Married,,Unemployed,10000,Very High,No,
30,N/A,Male,Chicago,2BHK,,300,Yes,,2,Self-Employed,5000,High,No,
30,1500000,F,Chicago,4bhk,32GB,300,Yes,Widowed,0,Business,10000,High,No,No
28,90000,F,Chicago,4bhk,8GB,700,Yes,Single,N/A,Unemployed,10000,Very High,No,Yes
30,80000,Other,Chicago,4bhk,32GB,Poor,Yes,Married,2,Salaried,10000,Medium,No,No
28,1500000,Female,Los Angeles,4bhk,,400,Yes,,1,Unemployed,10000,,No,Yes
,N/A,Other,New York,1BHK,,,Yes,Married,,Salaried,,,No,Yes
Unknown,,M,Los Angeles,2BHK,6GB,700,Yes,Single,,Business,5000,Medium,Yes,No
Unknown,N/A,Female,Los Angeles,2BHK,,400,Yes,,3,Business,,Medium,No,Yes
,90000,Female,Chicago,3BHK,6GB,400,Yes,Married,1,,20000,Very High,No,
30,1500000,Male,Chicago,Studio,,Poor,Yes,Divorced,3,,150000,High,No,
,90000,F,Los Angeles,4bhk,8GB,600,Yes,Single,2,,10000,Medium,No,Yes
Unknown,1500000,F,Chicago,3BHK,8GB,600,Yes,Single,0,Business,150000,High,No,Yes
30,1500000,Female,Los Angeles,4bhk,8GB,600,Yes,Single,1,Self-Employed,50000,Low,No,
Unknown,70000,Male,,3BHK,,600,Yes,Divorced,1,Business,Unknown,,No,Yes
30,1500000,,,2BHK,32GB,Excellent,Yes,Divorced,1,Unemployed,Unknown,Very High,No,
30,90000,M,Los Angeles,1BHK,16GB,Excellent,Yes,Widowed,3,Business,,,No,No
45,60000,Male,New York,Studio,6GB,800,Yes,Married,2,Business,,Very High,No,
,,F,Chicago,1BHK,8GB,,Yes,Widowed,1,Salaried,50000,Low,No,
30,80000,Male,,3BHK,,500,Yes,Married,1,Salaried,10000,,No,
,90000,Male,Los Angeles,Studio,16GB,600,Yes,Divorced,,Salaried,150000,Low,No,
30,N/A,Other,Los Angeles,2BHK,,Poor,Yes,Divorced,0,Business,150000,Very High,No,Yes
30,90000,F,Los Angeles,3BHK,32GB,400,Yes,Widowed,,Self-Employed,5000,Medium,Yes,
30,60000,M,Los Angeles,1BHK,32GB,800,Yes,,,Unemployed,20000,,No,Yes
Unknown,90000,Female,Chicago,Studio,4GB,Excellent,Yes,Widowed,0,Unemployed,Unknown,Low,No,No
45,90000,F,New York,3BHK,8GB,600,Yes,Married,2,Self-Employed,20000,,No,
30,70000,M,Chicago,3BHK,4GB,,Yes,Widowed,,Self-Employed,5000,,No,Yes
30,90000,F,Chicago,4bhk,6GB,800,Yes,Single,2,Unemployed,,,No,Yes
30,70000,,New York,4bhk,16GB,600,Yes,Married,,,150000,High,No,
28,1500000,F,,1BHK,2GB,400,Yes,Married,N/A,Salaried,Unknown,Low,No,No
40,80000,M,Los Angeles,3BHK,8GB,500,Yes,,0,Salaried,20000,Low,No,
45,80000,Male,,Studio,4GB,,Yes,Divorced,,Unemployed,,,No,Yes
Unknown,90000,F,New York,1BHK,,700,Yes,Married,N/A,Self-Employed,5000,Medium,No,
40,,Other,Chicago,Studio,32GB,700,Yes,Divorced,3,,20000,,No,Yes
,N/A,,New York,1BHK,2GB,,Yes,Widowed,N/A,Unemployed,150000,High,No,Yes
45,70000,F,Chicago,3BHK,32GB,800,No,Single,1,Salaried,10000,Very High,No,Yes
,90000,Female,New York,Studio,2GB,Excellent,Yes,,,Business,,High,No,No
,90000,,New York,1BHK,8GB,,Yes,Divorced,N/A,Self-Employed,5000,Medium,No,
30,60000,F,New York,4bhk,2GB,800,Yes,Married,2,Business,20000,,No,
30,80000,M,New York,2BHK,8GB,Poor,Yes,Divorced,3,Unemployed,150000,Low,No,
,70000,Male,Los Angeles,2BHK,8GB,,Yes,Married,,Salaried,10000,,No,Yes
40,90000,Male,Chicago,Studio,16GB,,Yes,Divorced,1,,10000,Medium,No,No
30,90000,,Chicago,2BHK,16GB,700,Yes,Married,N/A,Business,5000,Low,No,Yes
28,60000,Male,Los Angeles,Studio,6GB,700,Yes,Widowed,3,,50000,High,No,
Unknown,N/A,,Los Angeles,2BHK,16GB,Poor,Yes,Married,,Salaried,150000,Very High,No,Yes
40,80000,Male,New York,2BHK,8GB,500,Yes,Married,3,Business,150000,Very High,No,
,N/A,M,Los Angeles,1BHK,,800,Yes,Single,1,,Unknown,,No,Yes
Unknown,70000,Male,Los Angeles,2BHK,16GB,400,Yes,Married,N/A,,5000,High,No,
,60000,,Los Angeles,Studio,16GB,300,No,Single,3,Business,10000,Medium,No,No
30,60000,Male,New York,Studio,8GB,Excellent,Yes,,3,Salaried,10000,Very High,No,No
35,60000,Other,Los Angeles,Studio,8GB,,Yes,Single,0,,5000,High,No,
30,70000,Male,Chicago,3BHK,,Poor,Yes,Widowed,3,Unemployed,50000,,No,Yes
,,F,Los Angeles,3BHK,2GB,700,Yes,Single,0,Business,Unknown,Low,No,Yes
45,90000,,New York,Studio,,400,Yes,,N/A,Self-Employed,20000,,No,No
30,80000,Other,Los Angeles,Studio,6GB,700,Yes,Widowed,,Self-Employed,5000,,No,
Unknown,1500000,F,New York,Studio,32GB,700,Yes,Divorced,,Salaried,Unknown,High,No,
30,70000,Female,Los Angeles,Studio,2GB,,Yes,Divorced,N/A,Unemployed,150000,Very High,No,No
28,1500000,Female,New York,4bhk,,600,Yes,Single,N/A,,Unknown,High,No,Yes
40,70000,Male,Los Angeles,2BHK,,,Yes,Single,2,Self-Employed,,Low,No,No
25,90000,F,Chicago,3BHK,2GB,Excellent,Yes,,N/A,Salaried,10000,High,No,Yes
25,80000,Male,Chicago,3BHK,6GB,800,Yes,,3,Unemployed,20000,Medium,No,Yes
35,90000,Other,New York,4bhk,8GB,600,Yes,Married,,Unemployed,5000,,No,Yes
25,90000,,Chicago,2BHK,,400,Yes,,1,Salaried,10000,Very High,No,Yes
25,70000,Male,New York,Studio,2GB,600,Yes,Married,,Salaried,,Low,No,Yes
,60000,F,Chicago,Studio,32GB,300,Yes,Widowed,0,,,,Yes,No
30,70000,,New York,Studio,2GB,600,Yes,Single,,Salaried,10000,High,No,No
Unknown,1500000,Male,New York,1BHK,,800,Yes,Widowed,2,,50000,Medium,No,Yes
28,80000,,Chicago,Studio,,Poor,Yes,,N/A,,Unknown,High,No,
40,90000,,New York,3BHK,16GB,400,Yes,Widowed,N/A,Business,5000,,No,Yes
28,60000,Male,Los Angeles,4bhk,,,Yes,Widowed,,Unemployed,5000,Low,No,Yes
28,N/A,Male,,2BHK,16GB,Poor,Yes,Widowed,1,Unemployed,5000,Very High,No,Yes
30,N/A,F,Los Angeles,Studio,16GB,Poor,Yes,,1,Unemployed,10000,,No,Yes
Unknown,90000,F,Chicago,3BHK,2GB,600,Yes,Widowed,2,Business,150000,Low,No,Yes
Unknown,70000,,Chicago,1BHK,6GB,400,Yes,Married,0,,50000,,No,Yes
28,N/A,Female,New York,3BHK,16GB,700,Yes,,,,20000,Medium,No,Yes
,70000,Female,Los Angeles,3BHK,16GB,,Yes,Widowed,N/A,Salaried,,High,No,Yes
25,80000,M,Los Angeles,2BHK,,Poor,Yes,,,Business,10000,Very High,No,Yes
28,70000,Male,New York,Studio,,600,Yes,Divorced,2,Salaried,150000,Low,No,Yes
28,N/A,Other,New York,4bhk,8GB,600,Yes,Married,3,Business,20000,Very High,No,
40,70000,Female,Los Angeles,3BHK,2GB,Excellent,Yes,Widowed,3,Salaried,,Very High,No,Yes
,70000,M,New York,4bhk,16GB,800,Yes,Divorced,2,Self-Employed,,Very High,No,No
,80000,M,New York,Studio,16GB,,Yes,Divorced,N/A,Unemployed,50000,Low,No,No
25,60000,Female,New York,4bhk,2GB,400,Yes,,2,Unemployed,Unknown,Low,No,
,80000,F,New York,2BHK,,,Yes,Divorced,N/A,,5000,Very High,No,Yes
35,60000,Other,Chicago,2BHK,2GB,700,Yes,Married,1,Self-Employed,20000,High,No,Yes
,N/A,Male,Chicago,Studio,2GB,700,Yes,Married,2,Unemployed,10000,,No,Yes
25,90000,,Chicago,4bhk,6GB,800,Yes,Single,N/A,,20000,Very High,No,
25,60000,,New York,Studio,,700,Yes,Married,2,Self-Employed,Unknown,Medium,Yes,Yes
